SaleID,DateTime,DrugID,DrugName,DrugClass,Price,ExpDate,Quantity,TotalSales
12007979,06-04-2023 10:27,D0073,Doxycycline,Cardiovascular,188,2024-01,9,1692
12007980,06-04-2023 10:28,D0095,Valsartan,Oncology,44,2023-08,10,440
12007980,06-04-2023 10:28,D0033,Mirtazapine,Antiviral,158,2023-11,5,790
12007980,06-04-2023 10:28,D0010,Tramadol,Oncology,43,2023-10,9,387
12007980,06-04-2023 10:28,D0026,Senna,Immunosuppressant,46,2024-03,3,138
12007981,06-04-2023 10:29,D0083,Pioglitazone,Diabetes,129,2024-01,8,1032
12007981,06-04-2023 10:29,D0051,Ciprofloxacin,Psychotropic,106,2024-03,9,954
12007981,06-04-2023 10:29,D0059,Sertraline,Diabetes,200,2024-03,7,1400
12007981,06-04-2023 10:29,D0051,Olmesartan,Analgesic,170,2024-01,6,1020
12007982,06-04-2023 10:30,D0095,Valsartan,Oncology,44,2024-04,1,44
12007982,06-04-2023 10:30,D0021,Atorvastatin,Immunosuppressant,70,2023-06,1,70
12007982,06-04-2023 10:30,D0093,Galantamine,Immunosuppressant,165,2023-12,5,825
12007982,06-04-2023 10:30,D0051,Ciprofloxacin,Psychotropic,106,2023-08,2,212
12007983,06-04-2023 10:31,D0013,Travoprost,Dermatological,198,2024-03,8,1584
12007984,06-04-2023 10:32,D0099,Omeprazole,Psychotropic,116,2023-10,4,464
12007985,06-04-2023 10:33,D0066,Latanoprost,Psychotropic,177,2024-02,7,1239
12007985,06-04-2023 10:33,D0026,Senna,Immunosuppressant,46,2023-09,10,460
12007985,06-04-2023 10:33,D0091,Ranitidine,Diabetes,185,2023-12,5,925
12007985,06-04-2023 10:33,D0067,Clindamycin,Respiratory,189,2023-09,2,378
12007985,06-04-2023 10:33,D0021,Atorvastatin,Immunosuppressant,70,2023-10,6,420
12007986,06-04-2023 10:34,D0006,Escitalopram,Diabetes,110,2023-10,9,990
12007986,06-04-2023 10:34,D0008,Levofloxacin,Analgesic,150,2023-09,4,600
12007986,06-04-2023 10:34,D0056,Zolpidem,Antifungal,122,2023-06,10,1220
12007987,06-04-2023 10:35,D0033,Cetirizine,Respiratory,193,2024-02,8,1544
12007987,06-04-2023 10:35,D0052,Cephalexin,Antibiotic,64,2023-07,2,128
12007987,06-04-2023 10:35,D0061,Fexofenadine,Hormonal,54,2023-09,1,54
12007987,06-04-2023 10:35,D0004,Duloxetine,Neurological,156,2023-11,7,1092
12007987,06-04-2023 10:35,D0029,Alprazolam,Analgesic,141,2023-09,5,705
12007988,06-04-2023 10:36,D0049,Metoprolol,Diabetes,66,2023-09,6,396
12007988,06-04-2023 10:36,D0060,Lamotrigine,Antihistamine,166,2023-09,5,830
12007988,06-04-2023 10:36,D0018,Bimatoprost,Oncology,66,2023-07,7,462
12007989,06-04-2023 10:37,D0034,Naproxen,Respiratory,50,2023-07,2,100
12007989,06-04-2023 10:37,D0083,Acetaminophen,Neurological,75,2023-12,10,750
12007990,06-04-2023 10:38,D0093,Galantamine,Immunosuppressant,165,2023-10,8,1320
12007990,06-04-2023 10:38,D0050,Lansoprazole,Analgesic,34,2023-07,8,272
12007991,06-04-2023 10:39,D0029,Meloxicam,Antifungal,128,2024-01,4,512
12007991,06-04-2023 10:39,D0075,Risperidone,Antibiotic,129,2024-01,8,1032
12007992,06-04-2023 10:40,D0069,Linagliptin,Diabetes,78,2024-03,6,468
12007992,06-04-2023 10:40,D0010,Tramadol,Oncology,43,2023-09,7,301
12007992,06-04-2023 10:40,D0019,Amiodarone,Psychotropic,127,2024-01,9,1143
12007992,06-04-2023 10:40,D0088,Bupropion,Respiratory,27,2023-12,2,54
12007993,06-04-2023 10:41,D0019,Amiodarone,Psychotropic,127,2023-06,2,254
12007993,06-04-2023 10:41,D0088,Bupropion,Respiratory,27,2023-08,1,27
12007993,06-04-2023 10:41,D0033,Mirtazapine,Antiviral,158,2023-05,2,316
12007994,06-04-2023 10:42,D0004,Levetiracetam,Immunosuppressant,184,2024-03,6,1104
12007994,06-04-2023 10:42,D0083,Pioglitazone,Diabetes,129,2023-09,5,645
12007995,06-04-2023 10:43,D0049,Metoprolol,Diabetes,66,2023-08,6,396
12007996,06-04-2023 10:44,D0079,Bisacodyl,Oncology,84,2023-08,8,672
12007996,06-04-2023 10:44,D0052,Clonazepam,Oncology,181,2023-11,5,905
12007997,06-04-2023 10:45,D0076,Enalapril,Antiviral,112,2023-09,3,336
12007997,06-04-2023 10:45,D0030,Hydrochlorothiazide,Cardiovascular,164,2024-02,6,984
12007997,06-04-2023 10:45,D0049,Metoprolol,Diabetes,66,2024-01,1,66
12007997,06-04-2023 10:45,D0024,Irbesartan,Immunosuppressant,102,2023-09,10,1020
12007997,06-04-2023 10:45,D0059,Sertraline,Diabetes,200,2024-01,7,1400
12007998,06-04-2023 10:46,D0071,Insulin Glargine,Dermatological,46,2024-02,2,92
12007999,06-04-2023 10:47,D0073,Doxycycline,Cardiovascular,188,2023-07,4,752
12007999,06-04-2023 10:47,D0010,Pravastatin,Dermatological,62,2023-12,6,372
12007999,06-04-2023 10:47,D0018,Simvastatin,Respiratory,124,2023-06,2,248
12007999,06-04-2023 10:47,D0052,Clonazepam,Oncology,181,2024-03,2,362
12008000,06-04-2023 10:48,D0092,Timolol,Respiratory,169,2023-11,3,507
12008000,06-04-2023 10:48,D0064,Azithromycin,Psychotropic,191,2023-08,8,1528
12008000,06-04-2023 10:48,D0098,Tamsulosin,Oncology,122,2023-08,1,122
12008000,06-04-2023 10:48,D0049,Donepezil,Antiviral,184,2023-09,8,1472
12008000,06-04-2023 10:48,D0080,Carvedilol,Antifungal,176,2023-10,1,176
12008001,06-04-2023 10:49,D0088,Fluoxetine,Antihistamine,56,2023-12,6,336
12008001,06-04-2023 10:49,D0093,Lisinopril,Antiviral,164,2023-07,6,984
12008002,06-04-2023 10:50,D0028,Dorzolamide,Immunosuppressant,28,2023-06,9,252
12008002,06-04-2023 10:50,D0004,Levetiracetam,Immunosuppressant,184,2023-05,10,1840
12008002,06-04-2023 10:50,D0056,Zolpidem,Antifungal,122,2024-04,10,1220
12008002,06-04-2023 10:50,D0095,Valsartan,Oncology,44,2024-04,3,132
12008003,06-04-2023 10:51,D0063,Selegiline,Neurological,82,2023-11,1,82
12008003,06-04-2023 10:51,D0065,Trazodone,Psychotropic,45,2023-12,4,180
12008003,06-04-2023 10:51,D0021,Clopidogrel,Antiviral,78,2023-08,8,624
12008003,06-04-2023 10:51,D0005,Brimonidine,Hormonal,156,2024-02,10,1560
12008004,06-04-2023 10:52,D0088,Fluoxetine,Antihistamine,56,2023-08,6,336
12008004,06-04-2023 10:52,D0092,Timolol,Respiratory,169,2023-10,3,507
12008005,06-04-2023 10:53,D0026,Senna,Immunosuppressant,46,2023-07,5,230
12008005,06-04-2023 10:53,D0028,Dorzolamide,Immunosuppressant,28,2024-02,10,280
12008005,06-04-2023 10:53,D0006,Escitalopram,Diabetes,110,2024-01,3,330
12008005,06-04-2023 10:53,D0064,Azithromycin,Psychotropic,191,2023-12,6,1146
12008005,06-04-2023 10:53,D0071,Insulin Glargine,Dermatological,46,2024-04,6,276
12008006,06-04-2023 10:54,D0005,Brimonidine,Hormonal,156,2023-09,5,780
12008006,06-04-2023 10:54,D0071,Fenofibrate,Hormonal,115,2024-03,3,345
12008007,06-04-2023 10:55,D0092,Timolol,Respiratory,169,2023-07,1,169
12008007,06-04-2023 10:55,D0075,Risperidone,Antibiotic,129,2023-06,7,903
12008008,06-04-2023 10:56,D0071,Fenofibrate,Hormonal,115,2023-05,4,460
12008008,06-04-2023 10:56,D0095,Valsartan,Oncology,44,2024-03,5,220
12008008,06-04-2023 10:56,D0024,Lubiprostone,Gastrointestinal,27,2023-11,6,162
12008008,06-04-2023 10:56,D0080,Carvedilol,Antifungal,176,2024-02,9,1584
12008009,06-04-2023 10:57,D0083,Pioglitazone,Diabetes,129,2023-08,1,129
12008009,06-04-2023 10:57,D0049,Metoprolol,Diabetes,66,2023-11,10,660
12008009,06-04-2023 10:57,D0099,Omeprazole,Psychotropic,116,2023-10,3,348
12008009,06-04-2023 10:57,D0006,Escitalopram,Diabetes,110,2024-03,10,1100
12008010,06-04-2023 10:58,D0065,Trazodone,Psychotropic,45,2023-09,9,405
12008010,06-04-2023 10:58,D0092,Timolol,Respiratory,169,2023-12,4,676
12008010,06-04-2023 10:58,D0041,Lorazepam,Neurological,149,2023-11,6,894
12008010,06-04-2023 10:58,D0056,Lactulose,Hormonal,184,2024-02,6,1104
12008010,06-04-2023 10:58,D0019,Warfarin,Antibiotic,28,2023-12,5,140
12008011,06-04-2023 10:59,D0024,Lubiprostone,Gastrointestinal,27,2023-07,1,27
12008011,06-04-2023 10:59,D0018,Simvastatin,Respiratory,124,2023-08,3,372
12008011,06-04-2023 10:59,D0057,Nizatidine,Cardiovascular,50,2023-12,3,150
12008012,06-04-2023 11:00,D0021,Clopidogrel,Antiviral,78,2024-02,4,312
12008012,06-04-2023 11:00,D0015,Cyclobenzaprine,Immunosuppressant,138,2024-03,8,1104
12008012,06-04-2023 11:00,D0100,Sitagliptin,Psychotropic,194,2023-07,6,1164
12008013,06-04-2023 11:01,D0004,Duloxetine,Neurological,156,2023-12,2,312
12008013,06-04-2023 11:01,D0052,Cephalexin,Antibiotic,64,2023-07,2,128
12008013,06-04-2023 11:01,D0071,Insulin Glargine,Dermatological,46,2023-10,6,276
12008013,06-04-2023 11:01,D0058,Losartan,Psychotropic,126,2023-05,1,126
12008013,06-04-2023 11:01,D0001,Amlodipine,Antiviral,160,2024-03,4,640
12008014,06-04-2023 11:02,D0010,Tramadol,Oncology,43,2023-12,6,258
12008014,06-04-2023 11:02,D0010,Pravastatin,Dermatological,62,2024-02,10,620
12008015,06-04-2023 11:03,D0041,Lorazepam,Neurological,149,2024-03,8,1192
12008015,06-04-2023 11:03,D0083,Acetaminophen,Neurological,75,2023-10,10,750
12008015,06-04-2023 11:03,D0079,Bisacodyl,Oncology,84,2024-01,2,168
12008015,06-04-2023 11:03,D0070,Sildenafil,Hormonal,39,2023-10,10,390
12008016,06-04-2023 11:04,D0019,Warfarin,Antibiotic,28,2024-01,10,280
12008017,06-04-2023 11:05,D0034,Memantine,Cardiovascular,142,2023-11,9,1278
12008017,06-04-2023 11:05,D0085,Rivastigmine,Hormonal,72,2023-07,10,720
12008018,06-04-2023 11:06,D0029,Meloxicam,Antifungal,128,2024-01,5,640
12008019,06-04-2023 11:07,D0076,Enalapril,Antiviral,112,2024-03,4,448
12008020,06-04-2023 11:08,D0058,Losartan,Psychotropic,126,2023-12,6,756
12008020,06-04-2023 11:08,D0024,Lubiprostone,Gastrointestinal,27,2023-08,5,135
12008020,06-04-2023 11:08,D0092,Timolol,Respiratory,169,2023-10,5,845
12008021,06-04-2023 11:09,D0017,Polyethylene Glycol,Diabetes,111,2023-12,8,888
12008022,06-04-2023 11:10,D0081,Propranolol,Gastrointestinal,140,2023-11,4,560
12008023,06-04-2023 11:11,D0026,Senna,Immunosuppressant,46,2024-02,4,184
12008023,06-04-2023 11:11,D0081,Propranolol,Gastrointestinal,140,2024-01,9,1260
12008023,06-04-2023 11:11,D0012,Ibuprofen,Gastrointestinal,84,2023-10,7,588
12008024,06-04-2023 11:12,D0018,Bimatoprost,Oncology,66,2024-02,3,198
12008024,06-04-2023 11:12,D0070,Sildenafil,Hormonal,39,2023-06,5,195
12008024,06-04-2023 11:12,D0059,Venlafaxine,Dermatological,58,2023-11,9,522
12008024,06-04-2023 11:12,D0047,Ezetimibe,Psychotropic,140,2023-07,5,700
12008024,06-04-2023 11:12,D0060,Rosuvastatin,Psychotropic,86,2024-03,7,602
12008025,06-04-2023 11:13,D0091,Ranitidine,Diabetes,185,2023-10,4,740
12008025,06-04-2023 11:13,D0018,Bimatoprost,Oncology,66,2024-02,4,264
12008026,06-04-2023 11:14,D0032,Esomeprazole,Gastrointestinal,138,2024-03,1,138
12008026,06-04-2023 11:14,D0033,Mirtazapine,Antiviral,158,2024-03,10,1580
12008027,06-04-2023 11:15,D0095,Tiagabine,Respiratory,96,2024-02,2,192
12008027,06-04-2023 11:15,D0061,Fexofenadine,Hormonal,54,2023-08,4,216
12008027,06-04-2023 11:15,D0049,Donepezil,Antiviral,184,2024-01,7,1288
12008027,06-04-2023 11:15,D0021,Clopidogrel,Antiviral,78,2023-06,3,234
12008028,06-04-2023 11:16,D0083,Acetaminophen,Neurological,75,2023-12,10,750
12008028,06-04-2023 11:16,D0051,Ciprofloxacin,Psychotropic,106,2023-11,4,424
12008028,06-04-2023 11:16,D0019,Warfarin,Antibiotic,28,2024-01,5,140
12008028,06-04-2023 11:16,D0030,Allopurinol,Gastrointestinal,123,2023-10,3,369
12008028,06-04-2023 11:16,D0073,Doxycycline,Cardiovascular,188,2023-05,2,376
12008029,06-04-2023 11:17,D0060,Lamotrigine,Antihistamine,166,2024-03,2,332
12008029,06-04-2023 11:17,D0012,Ibuprofen,Gastrointestinal,84,2024-04,4,336
12008030,06-04-2023 11:18,D0100,Sitagliptin,Psychotropic,194,2023-12,1,194
12008030,06-04-2023 11:18,D0024,Lubiprostone,Gastrointestinal,27,2023-09,4,108
12008030,06-04-2023 11:18,D0017,Polyethylene Glycol,Diabetes,111,2023-05,10,1110
12008031,06-04-2023 11:19,D0021,Clopidogrel,Antiviral,78,2023-07,5,390
12008031,06-04-2023 11:19,D0077,Digoxin,Antibiotic,186,2024-01,4,744
12008031,06-04-2023 11:19,D0001,Amlodipine,Antiviral,160,2023-10,1,160
12008031,06-04-2023 11:19,D0050,Lansoprazole,Analgesic,34,2023-08,8,272
12008032,06-04-2023 11:20,D0006,Escitalopram,Diabetes,110,2023-11,6,660
12008032,06-04-2023 11:20,D0010,Pravastatin,Dermatological,62,2024-01,8,496
12008033,06-04-2023 11:21,D0068,Aripiprazole,Hormonal,183,2023-10,8,1464
12008034,06-04-2023 11:22,D0033,Mirtazapine,Antiviral,158,2023-05,10,1580
12008034,06-04-2023 11:22,D0019,Warfarin,Antibiotic,28,2023-12,5,140
12008034,06-04-2023 11:22,D0093,Lisinopril,Antiviral,164,2023-09,2,328
12008034,06-04-2023 11:22,D0047,Ezetimibe,Psychotropic,140,2023-07,6,840
12008034,06-04-2023 11:22,D0071,Insulin Glargine,Dermatological,46,2024-03,9,414
12008035,06-04-2023 11:23,D0065,Trazodone,Psychotropic,45,2023-10,2,90
12008035,06-04-2023 11:23,D0051,Olmesartan,Analgesic,170,2024-01,9,1530
12008035,06-04-2023 11:23,D0032,Esomeprazole,Gastrointestinal,138,2023-08,9,1242
12008036,06-04-2023 11:24,D0056,Zolpidem,Antifungal,122,2023-07,5,610
12008036,06-04-2023 11:24,D0088,Fluoxetine,Antihistamine,56,2023-06,10,560
12008036,06-04-2023 11:24,D0052,Clonazepam,Oncology,181,2024-03,3,543
12008036,06-04-2023 11:24,D0088,Furosemide,Hormonal,138,2023-11,7,966
12008036,06-04-2023 11:24,D0081,Propranolol,Gastrointestinal,140,2023-08,8,1120
12008037,06-04-2023 11:25,D0029,Nebivolol,Immunosuppressant,79,2023-05,3,237
12008037,06-04-2023 11:25,D0093,Lisinopril,Antiviral,164,2023-05,6,984
12008037,06-04-2023 11:25,D0041,Lorazepam,Neurological,149,2023-11,8,1192
12008037,06-04-2023 11:25,D0003,Glipizide,Dermatological,97,2023-11,8,776
12008037,06-04-2023 11:25,D0051,Ciprofloxacin,Psychotropic,106,2023-09,9,954
12008038,06-04-2023 11:26,D0059,Venlafaxine,Dermatological,58,2023-12,10,580
12008038,06-04-2023 11:26,D0064,Azithromycin,Psychotropic,191,2023-12,1,191
12008038,06-04-2023 11:26,D0070,Sildenafil,Hormonal,39,2023-11,6,234
12008038,06-04-2023 11:26,D0029,Oxycodone,Cardiovascular,87,2023-06,9,783
12008038,06-04-2023 11:26,D0093,Galantamine,Immunosuppressant,165,2023-08,10,1650
12008039,06-04-2023 11:27,D0030,Montelukast,Dermatological,93,2024-02,6,558
12008039,06-04-2023 11:27,D0050,Lansoprazole,Analgesic,34,2023-06,10,340
12008040,06-04-2023 11:28,D0051,Ciprofloxacin,Psychotropic,106,2023-07,8,848
12008040,06-04-2023 11:28,D0048,Citalopram,Immunosuppressant,187,2023-08,10,1870
12008041,06-04-2023 11:29,D0070,Sildenafil,Hormonal,39,2024-04,2,78
12008041,06-04-2023 11:29,D0003,Glipizide,Dermatological,97,2024-01,9,873
12008041,06-04-2023 11:29,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-09,6,984
12008041,06-04-2023 11:29,D0076,Enalapril,Antiviral,112,2023-09,8,896
12008041,06-04-2023 11:29,D0042,Saxagliptin,Antibiotic,189,2023-09,3,567
12008042,06-04-2023 11:30,D0083,Pioglitazone,Diabetes,129,2023-08,6,774
12008042,06-04-2023 11:30,D0088,Bupropion,Respiratory,27,2023-07,10,270
12008043,06-04-2023 11:31,D0075,Risperidone,Antibiotic,129,2023-09,4,516
12008044,06-04-2023 11:32,D0099,Omeprazole,Psychotropic,116,2023-07,6,696
12008044,06-04-2023 11:32,D0030,Montelukast,Dermatological,93,2023-08,7,651
12008044,06-04-2023 11:32,D0005,Brimonidine,Hormonal,156,2024-02,6,936
12008045,06-04-2023 11:33,D0049,Donepezil,Antiviral,184,2023-08,7,1288
12008045,06-04-2023 11:33,D0047,Ezetimibe,Psychotropic,140,2024-03,6,840
12008045,06-04-2023 11:33,D0048,Citalopram,Immunosuppressant,187,2023-07,3,561
12008046,06-04-2023 11:34,D0064,Azithromycin,Psychotropic,191,2023-07,4,764
12008046,06-04-2023 11:34,D0049,Metoprolol,Diabetes,66,2023-08,6,396
12008046,06-04-2023 11:34,D0099,Omeprazole,Psychotropic,116,2024-03,10,1160
12008046,06-04-2023 11:34,D0033,Levothyroxine,Oncology,31,2023-08,1,31
12008046,06-04-2023 11:34,D0071,Fenofibrate,Hormonal,115,2023-09,3,345
12008047,06-04-2023 11:35,D0056,Zolpidem,Antifungal,122,2023-11,10,1220
12008047,06-04-2023 11:35,D0004,Levetiracetam,Immunosuppressant,184,2024-03,7,1288
12008047,06-04-2023 11:35,D0005,Brimonidine,Hormonal,156,2023-12,1,156
12008048,06-04-2023 11:36,D0041,Lorazepam,Neurological,149,2024-03,4,596
12008048,06-04-2023 11:36,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-09,8,1312
12008048,06-04-2023 11:36,D0030,Montelukast,Dermatological,93,2023-06,4,372
12008048,06-04-2023 11:36,D0099,Omeprazole,Psychotropic,116,2023-05,10,1160
12008049,06-04-2023 11:37,D0021,Clopidogrel,Antiviral,78,2024-04,8,624
12008050,06-04-2023 11:38,D0093,Galantamine,Immunosuppressant,165,2023-09,8,1320
12008050,06-04-2023 11:38,D0047,Ezetimibe,Psychotropic,140,2024-02,6,840
12008050,06-04-2023 11:38,D0018,Simvastatin,Respiratory,124,2023-08,4,496
12008051,06-04-2023 11:39,D0024,Irbesartan,Immunosuppressant,102,2023-08,1,102
12008051,06-04-2023 11:39,D0047,Ezetimibe,Psychotropic,140,2024-02,2,280
12008051,06-04-2023 11:39,D0018,Simvastatin,Respiratory,124,2023-06,4,496
12008051,06-04-2023 11:39,D0068,Aripiprazole,Hormonal,183,2023-09,10,1830
12008052,06-04-2023 11:40,D0051,Ciprofloxacin,Psychotropic,106,2023-11,4,424
12008052,06-04-2023 11:40,D0030,Montelukast,Dermatological,93,2023-09,1,93
12008052,06-04-2023 11:40,D0088,Furosemide,Hormonal,138,2023-11,2,276
12008053,06-04-2023 11:41,D0083,Acetaminophen,Neurological,75,2023-07,8,600
12008054,06-04-2023 11:42,D0068,Aripiprazole,Hormonal,183,2024-03,6,1098
12008054,06-04-2023 11:42,D0052,Cephalexin,Antibiotic,64,2023-06,10,640
12008054,06-04-2023 11:42,D0066,Latanoprost,Psychotropic,177,2024-03,1,177
12008054,06-04-2023 11:42,D0100,Sitagliptin,Psychotropic,194,2023-08,8,1552
12008055,06-04-2023 11:43,D0095,Tiagabine,Respiratory,96,2024-02,4,384
12008055,06-04-2023 11:43,D0051,Olmesartan,Analgesic,170,2023-11,6,1020
12008055,06-04-2023 11:43,D0024,Lubiprostone,Gastrointestinal,27,2024-03,6,162
12008056,06-04-2023 11:44,D0064,Azithromycin,Psychotropic,191,2024-01,8,1528
12008056,06-04-2023 11:44,D0062,Prednisone,Antihistamine,75,2024-03,1,75
12008056,06-04-2023 11:44,D0093,Docusate,Neurological,70,2023-12,2,140
12008056,06-04-2023 11:44,D0001,Amlodipine,Antiviral,160,2023-10,3,480
12008057,06-04-2023 11:45,D0091,Metformin,Analgesic,56,2024-02,9,504
12008058,06-04-2023 11:46,D0071,Insulin Glargine,Dermatological,46,2023-08,9,414
12008058,06-04-2023 11:46,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-12,8,1312
12008058,06-04-2023 11:46,D0005,Brimonidine,Hormonal,156,2023-07,2,312
12008058,06-04-2023 11:46,D0018,Simvastatin,Respiratory,124,2023-10,3,372
12008059,06-04-2023 11:47,D0060,Lamotrigine,Antihistamine,166,2024-04,8,1328
12008059,06-04-2023 11:47,D0049,Donepezil,Antiviral,184,2023-08,10,1840
12008059,06-04-2023 11:47,D0033,Mirtazapine,Antiviral,158,2023-09,10,1580
12008060,06-04-2023 11:48,D0068,Tetracycline,Immunosuppressant,149,2023-06,8,1192
12008060,06-04-2023 11:48,D0100,Sitagliptin,Psychotropic,194,2024-01,8,1552
12008060,06-04-2023 11:48,D0030,Allopurinol,Gastrointestinal,123,2024-04,9,1107
12008061,06-04-2023 11:49,D0075,Risperidone,Antibiotic,129,2023-09,9,1161
12008061,06-04-2023 11:49,D0083,Acetaminophen,Neurological,75,2023-09,3,225
12008061,06-04-2023 11:49,D0029,Nebivolol,Immunosuppressant,79,2023-12,4,316
12008062,06-04-2023 11:50,D0036,Famotidine,Antihistamine,87,2024-03,10,870
12008062,06-04-2023 11:50,D0006,Escitalopram,Diabetes,110,2023-08,7,770
12008062,06-04-2023 11:50,D0030,Montelukast,Dermatological,93,2023-08,9,837
12008063,06-04-2023 11:51,D0001,Amlodipine,Antiviral,160,2023-06,8,1280
12008063,06-04-2023 11:51,D0073,Doxycycline,Cardiovascular,188,2024-02,2,376
12008064,06-04-2023 11:52,D0036,Famotidine,Antihistamine,87,2024-02,9,783
12008064,06-04-2023 11:52,D0099,Omeprazole,Psychotropic,116,2024-01,3,348
12008064,06-04-2023 11:52,D0061,Fexofenadine,Hormonal,54,2023-11,10,540
12008064,06-04-2023 11:52,D0017,Polyethylene Glycol,Diabetes,111,2024-03,5,555
12008065,06-04-2023 11:53,D0018,Simvastatin,Respiratory,124,2023-09,5,620
12008065,06-04-2023 11:53,D0080,Carvedilol,Antifungal,176,2024-01,10,1760
12008066,06-04-2023 11:54,D0079,Topiramate,Hormonal,29,2023-08,1,29
12008067,06-04-2023 11:55,D0075,Diclofenac,Neurological,148,2023-08,10,1480
12008067,06-04-2023 11:55,D0056,Zolpidem,Antifungal,122,2024-03,7,854
12008067,06-04-2023 11:55,D0049,Donepezil,Antiviral,184,2023-11,5,920
12008067,06-04-2023 11:55,D0068,Tetracycline,Immunosuppressant,149,2024-01,7,1043
12008068,06-04-2023 11:56,D0060,Rosuvastatin,Psychotropic,86,2023-09,5,430
12008069,06-04-2023 11:57,D0048,Citalopram,Immunosuppressant,187,2024-02,4,748
12008069,06-04-2023 11:57,D0058,Losartan,Psychotropic,126,2023-08,7,882
12008069,06-04-2023 11:57,D0029,Oxycodone,Cardiovascular,87,2023-11,7,609
12008069,06-04-2023 11:57,D0005,Brimonidine,Hormonal,156,2023-10,10,1560
12008069,06-04-2023 11:57,D0095,Valsartan,Oncology,44,2023-11,4,176
12008070,06-04-2023 11:58,D0100,Sitagliptin,Psychotropic,194,2024-03,2,388
12008070,06-04-2023 11:58,D0093,Galantamine,Immunosuppressant,165,2024-03,10,1650
12008070,06-04-2023 11:58,D0079,Topiramate,Hormonal,29,2023-11,1,29
12008070,06-04-2023 11:58,D0091,Metformin,Analgesic,56,2024-03,9,504
12008071,06-04-2023 11:59,D0063,Selegiline,Neurological,82,2023-10,6,492
12008071,06-04-2023 11:59,D0056,Lactulose,Hormonal,184,2023-10,2,368
12008071,06-04-2023 11:59,D0036,Famotidine,Antihistamine,87,2023-10,7,609
12008071,06-04-2023 11:59,D0023,Nitroglycerin,Oncology,144,2024-02,5,720
12008072,06-04-2023 12:00,D0012,Ibuprofen,Gastrointestinal,84,2023-12,2,168
12008072,06-04-2023 12:00,D0064,Azithromycin,Psychotropic,191,2023-10,9,1719
12008072,06-04-2023 12:00,D0059,Venlafaxine,Dermatological,58,2023-05,9,522
12008072,06-04-2023 12:00,D0092,Timolol,Respiratory,169,2023-10,6,1014
12008073,06-04-2023 12:01,D0081,Propranolol,Gastrointestinal,140,2023-08,4,560
12008073,06-04-2023 12:01,D0019,Warfarin,Antibiotic,28,2023-10,1,28
12008073,06-04-2023 12:01,D0029,Oxycodone,Cardiovascular,87,2023-07,1,87
12008073,06-04-2023 12:01,D0051,Ciprofloxacin,Psychotropic,106,2024-01,1,106
12008073,06-04-2023 12:01,D0006,Escitalopram,Diabetes,110,2024-02,10,1100
12008074,06-04-2023 12:02,D0085,Pantoprazole,Immunosuppressant,50,2023-09,10,500
12008074,06-04-2023 12:02,D0095,Tiagabine,Respiratory,96,2023-08,8,768
12008074,06-04-2023 12:02,D0017,Polyethylene Glycol,Diabetes,111,2024-03,1,111
12008074,06-04-2023 12:02,D0049,Donepezil,Antiviral,184,2023-06,6,1104
12008075,06-04-2023 12:03,D0041,Lorazepam,Neurological,149,2023-10,1,149
12008075,06-04-2023 12:03,D0029,Meloxicam,Antifungal,128,2023-11,4,512
12008076,06-04-2023 12:04,D0023,Nitroglycerin,Oncology,144,2023-11,2,288
12008076,06-04-2023 12:04,D0095,Valsartan,Oncology,44,2023-12,7,308
12008077,06-04-2023 12:05,D0070,Sildenafil,Hormonal,39,2024-03,8,312
12008077,06-04-2023 12:05,D0058,Losartan,Psychotropic,126,2023-12,5,630
12008077,06-04-2023 12:05,D0049,Donepezil,Antiviral,184,2024-01,4,736
12008077,06-04-2023 12:05,D0059,Sertraline,Diabetes,200,2023-09,7,1400
12008078,06-04-2023 12:06,D0092,Timolol,Respiratory,169,2023-09,7,1183
12008078,06-04-2023 12:06,D0033,Levothyroxine,Oncology,31,2023-11,5,155
12008078,06-04-2023 12:06,D0042,Saxagliptin,Antibiotic,189,2024-01,1,189
12008079,06-04-2023 12:07,D0024,Lubiprostone,Gastrointestinal,27,2023-08,2,54
12008079,06-04-2023 12:07,D0075,Diclofenac,Neurological,148,2023-09,2,296
12008079,06-04-2023 12:07,D0091,Ranitidine,Diabetes,185,2024-02,2,370
12008079,06-04-2023 12:07,D0095,Valsartan,Oncology,44,2023-08,2,88
12008079,06-04-2023 12:07,D0093,Lisinopril,Antiviral,164,2024-02,1,164
12008080,06-04-2023 12:08,D0012,Ibuprofen,Gastrointestinal,84,2024-04,4,336
12008081,06-04-2023 12:09,D0077,Digoxin,Antibiotic,186,2023-08,10,1860
12008082,06-04-2023 12:10,D0047,Ezetimibe,Psychotropic,140,2023-08,4,560
12008082,06-04-2023 12:10,D0050,Lansoprazole,Analgesic,34,2023-06,7,238
12008082,06-04-2023 12:10,D0083,Pioglitazone,Diabetes,129,2023-06,3,387
12008082,06-04-2023 12:10,D0056,Zolpidem,Antifungal,122,2024-04,4,488
12008083,06-04-2023 12:11,D0095,Tiagabine,Respiratory,96,2023-11,5,480
12008083,06-04-2023 12:11,D0091,Ranitidine,Diabetes,185,2023-05,5,925
12008083,06-04-2023 12:11,D0033,Cetirizine,Respiratory,193,2023-12,5,965
12008084,06-04-2023 12:12,D0093,Lisinopril,Antiviral,164,2023-11,6,984
